Protocol,Packet Type,Traffic Type,Attack Type,Attack Signature,Action Taken,Severity Level,Network Segment,Log Source,Source IP FirstOctet,Destination IP FirstOctet,City,Region,Browser,Operating System,Anomaly Score Category,Packet Length Category
2,1,0,0,1,1,0,1,1,66,158,297,7,0,1,1,0
0,0,0,0,1,1,1,1,1,193,176,165,14,1,3,2,0
2,1,2,1,1,0,1,0,0,47,174,236,23,0,0,0,2
0,1,1,0,1,0,1,1,0,50,210,204,23,0,1,0,2
0,1,1,1,0,0,2,2,0,70,14,26,11,0,2,1,1
2,0,1,1,0,1,0,0,0,47,96,156,19,0,2,3,2
1,0,0,2,1,0,1,0,1,26,167,18,6,0,2,2,1
2,1,0,0,0,1,1,2,1,122,22,38,22,1,1,3,2
2,1,1,0,1,1,1,1,1,79,117,55,3,0,2,2,2
1,0,0,1,1,1,1,2,1,171,172,183,17,0,2,2,0
0,1,2,1,0,0,1,0,0,29,178,4,3,1,1,1,1
1,0,2,1,0,1,1,2,0,61,147,239,3,1,1,1,2
1,0,0,1,0,0,0,2,1,39,59,218,15,1,1,1,1
0,0,2,0,1,1,0,1,1,41,61,22,6,0,3,3,3
2,1,0,0,0,1,1,0,0,129,56,200,18,0,0,0,0
2,1,0,1,1,0,0,2,1,200,147,48,17,0,2,1,1
1,0,0,0,1,2,2,2,0,117,48,140,7,0,2,1,0
0,0,2,1,0,0,2,1,1,192,182,244,7,0,2,3,0
2,0,2,0,0,0,2,2,1,134,58,248,23,0,1,0,1
2,0,1,2,0,2,0,2,1,57,164,116,20,1,1,1,3
1,1,0,0,1,2,1,1,1,157,88,246,24,0,1,0,3
2,0,1,1,0,1,1,1,0,140,87,30,23,1,3,1,0
0,0,0,1,0,0,1,0,1,45,159,31,8,0,3,2,0
0,0,1,2,1,1,1,1,0,77,68,105,0,0,3,0,3
0,0,1,2,1,1,1,1,1,150,8,157,5,0,2,0,3
2,0,0,0,1,1,0,1,0,51,101,24,25,1,1,2,3
2,1,0,2,1,1,2,1,0,209,18,201,24,0,2,1,0
2,1,0,0,1,1,0,2,0,133,76,274,24,0,2,2,2
2,1,1,1,0,1,1,1,1,146,120,197,3,1,3,3,1
1,0,2,1,1,0,2,1,0,119,120,189,15,0,3,2,0
0,0,1,2,1,1,1,0,0,114,199,39,8,0,1,3,1
2,0,2,2,1,2,2,1,0,197,76,153,10,0,2,3,1
0,1,1,2,0,1,1,2,1,40,8,67,26,0,3,2,0
0,1,2,2,1,1,1,1,0,34,129,167,18,1,3,3,0
0,0,1,0,0,1,1,1,0,168,92,304,17,0,3,2,2
0,0,2,1,1,0,1,2,0,23,197,71,11,1,3,2,0
0,1,1,2,0,0,0,0,1,67,87,34,19,0,2,0,2
1,1,0,0,0,2,1,1,1,215,214,33,11,0,3,3,0
1,1,0,0,1,2,0,0,0,180,151,256,14,0,3,2,0
0,0,2,1,1,1,0,1,1,139,57,48,14,1,1,2,2
0,1,1,0,1,0,1,1,0,220,120,188,10,0,2,2,1
2,1,1,0,0,0,0,1,0,161,165,199,8,1,1,3,1
0,0,0,2,1,1,0,0,1,165,139,49,23,0,3,2,0
2,1,2,1,0,0,0,0,1,7,198,191,16,0,3,1,1
2,1,0,1,1,2,0,2,1,181,198,185,18,0,3,3,2
0,1,1,2,0,2,1,2,0,197,28,58,0,1,3,3,3
2,0,1,1,1,0,0,1,0,78,125,200,13,0,3,3,2
2,1,0,2,0,1,2,2,0,42,177,207,25,0,2,2,2
1,1,1,2,0,2,1,0,0,108,50,295,4,0,2,0,0
1,0,0,1,1,0,2,2,0,33,125,169,10,0,1,2,0
1,0,2,2,0,1,1,0,1,190,18,59,5,0,3,1,1
1,1,1,0,1,0,0,0,1,155,112,185,6,0,2,2,1
1,0,1,0,1,0,1,0,1,128,199,98,2,0,3,1,1
2,1,0,2,1,1,0,0,1,141,133,226,19,1,3,3,3
1,0,2,1,0,0,1,1,1,22,134,135,27,0,3,3,1
0,0,1,0,1,0,2,1,0,170,15,84,12,0,3,0,0
0,1,2,2,1,1,2,1,1,200,171,92,14,1,3,0,3
2,1,2,0,0,0,2,2,1,208,6,199,11,0,3,2,1
2,0,1,2,1,2,0,2,1,13,123,131,11,0,2,2,1
1,1,1,1,0,2,2,1,0,154,90,43,4,0,2,3,0
0,0,1,0,1,2,2,2,0,93,112,259,8,0,2,0,2
0,1,1,0,1,0,2,2,1,211,77,133,24,1,3,1,1
1,1,2,0,0,0,2,0,1,147,101,142,9,0,3,3,2
0,0,2,0,0,2,0,1,1,83,4,23,13,0,3,3,3
1,1,1,0,1,2,1,0,1,13,10,63,5,0,3,3,0
1,0,0,2,1,0,2,1,0,216,131,40,13,0,2,0,2
0,0,1,2,0,2,0,2,0,50,150,275,6,1,1,2,2
1,1,2,2,0,1,1,0,1,36,212,204,27,0,1,0,1
2,0,0,0,1,1,0,2,0,187,183,286,23,0,2,2,1
1,0,2,2,1,0,2,0,1,19,38,143,1,0,3,2,0
1,0,1,0,0,0,2,0,0,205,131,240,24,0,2,1,1
0,1,2,1,0,0,0,2,0,105,160,229,23,1,3,2,2
0,0,2,2,0,0,1,0,1,37,109,213,23,1,1,1,0
1,0,0,1,0,1,2,2,0,201,212,313,19,1,1,0,2
1,1,0,2,1,2,1,1,1,138,85,140,8,0,0,3,1
1,1,2,2,1,1,0,2,1,206,162,207,19,0,2,2,2
0,0,0,2,1,0,2,2,0,111,104,168,27,0,3,3,3
1,0,1,1,1,1,1,0,0,31,95,275,14,0,3,0,2
1,0,1,0,1,2,0,1,1,86,61,52,13,0,3,2,1
0,0,2,2,0,0,2,2,0,162,23,42,12,0,2,0,2
2,1,1,0,1,1,2,0,1,121,32,167,12,0,1,0,0
1,0,1,2,1,1,0,1,1,25,58,115,3,0,0,1,3
1,1,2,2,1,0,1,1,0,141,208,152,14,0,1,1,2
1,0,0,0,0,1,1,2,0,14,55,291,14,0,3,0,0
2,1,0,0,1,2,0,0,1,71,198,123,8,0,2,1,1
2,0,2,2,0,1,2,0,0,118,157,297,16,0,2,3,0
0,1,0,0,1,0,2,0,0,171,86,309,15,1,3,0,3
0,0,0,2,0,2,2,1,1,9,101,30,1,0,3,2,3
1,1,1,1,1,0,1,2,1,27,155,194,0,0,0,3,1
2,0,1,0,1,0,0,2,1,138,149,29,13,0,2,3,3
2,1,2,2,0,0,1,2,1,221,111,143,26,1,3,3,0
1,1,2,1,0,1,2,2,1,61,191,256,11,0,3,2,2
1,1,1,1,1,1,1,0,0,53,193,315,17,0,2,3,1
2,0,0,1,0,0,0,2,1,191,69,215,3,0,1,3,3
1,1,2,1,1,0,1,2,0,2,26,169,26,0,0,1,0
0,1,0,2,0,2,2,0,0,152,50,294,21,0,1,3,1
2,0,2,2,1,0,0,2,1,207,169,244,0,0,3,3,2
0,1,0,2,1,2,0,0,0,175,89,248,10,0,2,1,2
2,1,0,2,0,0,2,2,0,133,69,89,6,1,1,1,3
0,0,2,0,0,0,0,0,1,192,203,142,9,0,3,1,3
0,0,2,1,0,2,2,0,0,118,13,285,10,0,3,0,1
1,1,2,1,1,0,2,2,0,2,194,313,8,0,3,1,3
1,1,0,1,0,1,0,2,1,73,66,151,17,0,1,2,0
1,1,1,0,0,0,0,0,1,81,122,262,11,0,1,2,3
1,0,1,2,0,1,0,2,1,199,191,205,16,0,2,3,1
0,1,1,2,1,2,1,2,0,124,47,23,22,0,1,0,0
0,1,1,0,1,2,0,1,1,139,148,17,15,1,3,1,1
1,1,1,2,1,1,1,2,1,133,60,203,11,0,3,1,3
2,0,0,0,0,1,1,1,1,50,136,259,8,0,2,3,2
2,0,1,2,0,2,2,1,1,92,98,185,22,1,3,2,0
0,1,0,0,0,2,2,2,1,219,210,251,23,0,1,2,1
1,0,2,2,1,1,2,1,0,44,24,157,18,0,3,3,0
0,1,1,0,1,0,1,1,0,221,10,285,25,0,3,2,2
0,1,0,0,1,1,2,0,1,130,81,231,9,0,2,1,2
2,0,1,2,1,0,2,0,0,175,179,280,14,0,2,2,3
2,1,2,1,1,2,1,0,1,207,182,88,1,0,1,1,2
1,1,1,0,1,2,0,1,0,206,149,192,0,1,3,0,2
0,0,1,0,1,2,1,1,0,144,30,101,27,0,2,3,2
0,0,2,1,1,1,0,2,0,39,116,43,4,0,3,2,2
2,1,1,2,0,1,0,2,1,10,212,267,2,0,2,0,1
2,0,2,2,1,1,2,0,1,45,221,27,21,1,1,0,3
0,1,1,1,1,2,0,1,1,139,160,46,1,1,1,1,1
1,1,1,0,1,2,2,1,0,182,26,289,17,1,1,3,1
2,0,0,1,1,0,1,1,1,200,139,158,24,1,3,2,1
0,0,2,2,0,2,0,1,0,12,104,18,14,0,3,2,3
2,0,0,0,1,2,0,0,1,31,176,279,26,1,3,1,1
2,0,2,0,1,2,1,1,0,112,48,62,18,0,2,3,1
1,1,2,1,1,1,0,0,1,23,95,218,5,0,1,1,1
2,1,1,1,1,2,2,0,1,39,9,65,11,1,1,2,1
1,0,1,1,1,1,2,0,0,119,61,61,10,0,3,1,3
2,1,1,0,1,2,2,0,0,223,77,118,21,0,3,1,0
2,0,1,0,0,2,0,0,1,183,154,290,21,1,3,2,1
1,0,1,0,1,1,2,2,1,150,62,131,23,0,2,1,1
1,1,2,2,1,1,2,2,0,180,99,237,17,0,0,1,1
1,0,2,1,0,1,1,0,0,118,105,50,9,0,3,0,1
2,1,2,0,1,1,1,1,0,121,157,38,23,1,1,0,1
0,0,2,1,0,1,0,1,1,207,138,209,23,0,3,2,1
0,1,0,0,1,2,2,1,0,117,219,279,14,0,3,3,2
2,1,2,2,1,2,0,0,0,190,23,214,25,0,0,2,0
1,1,1,1,0,1,0,2,0,189,116,173,16,0,3,2,1
0,0,2,0,0,0,0,1,1,23,144,144,1,0,2,3,1
0,0,1,0,1,2,0,0,1,102,34,88,16,0,2,0,2
1,0,2,1,1,1,2,2,1,52,143,289,9,0,2,2,2
2,1,1,2,0,0,0,0,1,222,200,295,21,0,3,1,1
2,0,1,0,1,0,1,0,1,113,119,290,23,0,3,1,2
2,0,0,0,1,0,0,2,1,38,180,171,1,0,3,0,2
0,0,2,2,0,1,2,2,0,168,28,254,1,0,3,3,3
2,0,2,2,1,1,2,0,1,72,32,136,15,0,3,3,1
2,1,0,2,0,2,0,1,0,53,114,102,17,0,3,1,0
1,1,2,1,0,2,0,0,0,18,3,74,8,0,3,0,1
2,1,1,1,1,1,1,2,1,182,156,150,27,0,3,1,2
0,1,1,0,0,0,1,2,1,208,48,156,2,0,3,2,1
1,1,2,1,1,0,1,1,0,179,70,54,9,0,2,3,1
1,0,0,0,1,2,0,0,0,88,201,244,16,1,3,2,0
1,0,2,0,0,1,2,1,1,208,34,90,9,0,3,3,3
2,1,0,0,1,1,2,2,1,144,103,300,23,1,3,0,0
0,1,0,0,1,2,2,0,0,150,167,298,8,0,2,1,0
1,0,1,1,1,0,0,1,0,31,75,5,10,0,1,0,1
1,1,1,0,1,1,1,0,1,48,17,110,14,1,1,3,0
0,0,0,0,1,1,1,2,0,209,191,276,15,0,3,3,3
2,1,0,2,0,0,2,2,0,113,145,1,9,0,2,3,2
2,1,0,1,0,0,1,0,0,61,215,220,18,0,2,0,1
1,1,0,0,1,1,0,1,0,191,195,12,7,0,0,2,0
0,1,1,0,1,1,2,0,1,6,157,103,16,0,2,3,2
0,0,0,0,0,0,0,0,0,17,215,54,13,0,2,2,2
2,0,1,0,0,1,0,2,1,203,144,239,3,0,2,3,2
0,1,0,1,1,1,2,0,1,208,190,188,19,1,3,3,2
2,0,1,1,1,0,1,0,1,151,78,6,5,0,1,3,3
1,1,2,2,1,1,2,0,1,28,122,140,0,0,2,3,2
0,0,1,1,0,0,1,2,0,56,145,209,8,0,3,3,3
2,0,2,2,1,0,1,2,1,36,85,71,10,0,1,3,0
2,0,1,0,0,1,2,2,1,114,118,273,5,0,3,3,3
1,1,2,2,0,0,1,1,0,10,103,309,15,1,1,0,0
1,0,2,2,0,0,2,0,0,51,6,136,1,0,2,2,0
2,0,1,2,1,1,0,1,0,33,180,32,24,0,3,2,0
2,0,1,0,1,2,0,1,0,150,48,118,10,0,1,1,0
0,0,2,1,0,0,0,2,1,52,142,264,7,1,3,2,0
2,1,2,2,1,0,1,0,0,194,87,208,1,0,2,0,0
1,1,0,1,1,2,2,2,0,111,189,114,16,0,1,3,2
1,1,2,1,0,1,2,1,0,96,13,313,15,0,3,1,3
0,0,2,2,0,0,2,0,0,25,193,92,13,0,0,1,2
0,1,0,0,0,0,1,0,0,117,222,301,6,0,3,0,0
1,1,2,1,1,2,2,1,1,104,200,20,3,0,2,3,3
0,1,2,1,0,1,0,0,1,81,142,170,20,1,1,3,1
2,1,2,2,0,0,0,2,1,204,17,191,5,0,3,2,2
2,1,2,1,1,2,1,2,0,12,1,49,8,1,3,0,0
2,1,0,0,1,1,2,0,0,207,219,315,0,0,1,1,0
1,1,0,1,1,1,1,2,0,57,1,52,8,0,3,0,0
1,1,1,0,0,2,0,0,0,222,66,227,21,1,3,2,0
0,0,2,0,0,2,0,1,0,146,96,108,9,1,1,0,0
0,1,2,1,1,1,2,0,0,206,168,132,20,0,3,1,1
0,0,0,2,1,2,2,2,0,172,94,180,19,1,1,2,1
1,1,1,2,0,1,1,1,1,172,88,147,7,0,3,2,1
2,0,2,0,1,0,0,1,0,144,174,102,20,1,1,3,0
0,0,2,0,1,0,2,2,0,192,25,129,26,1,3,0,3
2,0,1,2,1,2,1,0,1,130,69,39,3,0,1,3,1
0,0,2,0,1,1,1,0,1,128,196,287,8,0,3,3,2
2,1,2,2,1,1,1,2,0,120,17,98,11,0,2,1,2
1,0,2,1,0,2,2,1,0,134,4,38,12,0,3,2,2
1,0,1,0,0,2,1,1,1,76,146,236,7,0,3,3,2
2,1,1,2,1,0,0,1,1,17,195,50,5,0,3,1,3
2,1,2,2,1,0,2,2,0,77,70,308,8,0,3,0,0
1,1,0,2,0,0,2,0,1,158,172,250,18,0,2,3,2
1,1,2,2,0,2,2,1,1,113,86,226,21,0,3,3,0
1,0,0,1,1,0,1,1,1,174,196,186,4,0,1,0,0
0,0,2,2,0,0,1,1,1,217,92,111,9,0,2,3,1
2,0,0,2,0,0,0,1,0,83,41,145,10,0,2,0,2
2,1,2,1,1,1,0,0,0,61,147,7,2,0,2,2,3
2,0,2,0,1,0,1,2,1,4,136,288,4,0,2,1,0
0,1,2,0,1,1,1,1,0,110,32,187,19,0,2,0,1
0,0,0,2,0,0,0,0,0,90,215,141,24,0,2,3,3
1,1,1,2,1,1,1,2,0,77,219,288,19,0,2,3,0
0,1,0,2,0,1,0,0,1,19,78,115,6,0,1,1,1
1,0,2,1,1,0,1,1,1,2,61,106,4,0,3,3,1
1,1,1,2,1,1,2,0,0,196,144,289,27,0,3,3,1
2,0,1,0,0,2,1,0,1,35,130,111,2,0,2,0,3
1,0,1,0,1,0,2,0,1,23,128,46,5,0,2,3,2
1,1,2,0,0,0,2,1,1,70,38,191,7,1,1,0,1
0,0,0,2,1,0,1,1,1,25,53,238,24,0,2,1,0
2,0,0,2,0,1,1,1,1,212,184,310,12,1,1,1,0
1,0,2,2,0,2,0,1,1,4,92,182,17,0,2,3,0
0,0,2,1,1,2,1,0,1,58,175,210,23,0,3,3,0
0,1,0,0,0,2,0,0,1,34,70,241,11,0,3,0,3
1,1,0,2,0,1,1,2,1,58,158,110,16,0,2,3,0
2,0,0,0,0,1,1,2,0,159,81,49,7,0,3,2,2
2,0,1,2,0,0,1,1,1,176,81,107,27,0,2,1,2
2,0,1,1,0,0,1,2,1,118,69,70,7,1,1,1,3
1,1,0,0,0,0,2,0,0,8,80,3,8,0,3,2,0
1,0,0,2,0,0,0,0,0,71,107,79,25,1,3,0,0
2,1,1,2,1,1,1,2,0,107,109,216,2,0,1,0,0
1,1,0,2,1,0,1,1,0,131,223,224,16,0,3,2,3
0,0,0,1,1,1,1,1,0,165,109,88,21,0,1,2,3
1,1,2,1,0,0,0,1,1,94,37,208,16,0,2,3,3
2,1,1,0,1,0,0,0,0,203,179,144,15,1,1,1,0
1,0,1,2,1,0,2,1,0,172,9,160,1,0,1,1,0
1,0,0,1,0,2,2,0,0,178,28,4,0,0,0,3,1
2,1,0,0,1,1,2,1,0,99,103,176,3,0,3,2,3
0,0,2,0,1,1,1,0,1,115,2,203,21,0,1,2,1
1,0,1,1,0,0,1,1,0,91,117,239,24,0,0,2,1
1,0,1,0,0,2,2,0,0,77,17,73,23,0,2,1,1
1,1,2,1,1,2,2,0,0,28,150,251,17,0,1,3,0
1,0,0,0,1,2,0,1,1,73,193,299,20,0,3,3,1
1,0,2,0,0,2,2,2,0,6,59,228,11,1,3,1,2
0,1,2,1,0,2,1,0,0,210,175,12,2,1,1,3,0
1,0,2,0,0,0,1,2,0,156,52,256,11,0,3,2,0
0,1,1,2,1,2,2,0,1,73,159,129,19,0,2,2,1
1,1,0,2,1,1,0,1,1,6,143,164,4,1,3,0,0
0,0,2,0,0,0,2,1,0,164,180,55,8,0,3,1,1
1,0,2,1,0,0,2,0,1,23,131,33,21,0,3,1,2
1,1,0,2,1,0,0,2,0,54,20,194,27,0,3,1,1
2,0,2,1,1,1,1,2,0,128,28,18,1,1,1,3,0
2,1,1,0,1,0,0,0,1,138,167,100,9,0,1,3,2
0,0,2,0,0,2,2,2,0,204,168,253,0,0,3,0,2
2,0,0,1,1,2,1,0,1,8,17,169,15,0,3,3,3
1,0,0,1,0,2,1,0,0,142,75,291,4,0,2,0,3
2,0,2,2,0,1,0,2,0,18,39,164,6,0,1,3,1
0,0,0,0,1,0,0,1,0,64,110,216,15,0,2,2,2
1,1,0,1,1,1,1,2,0,5,63,163,9,0,2,1,0
1,0,0,2,0,0,2,2,1,144,156,221,14,1,3,2,0
2,1,2,2,0,1,0,0,1,22,161,49,20,0,1,0,3
2,1,1,2,1,1,2,1,0,201,69,105,21,0,3,1,0
0,1,2,0,0,0,2,0,0,13,63,126,5,0,1,2,1
0,1,2,1,1,2,0,0,1,158,180,194,22,0,2,1,0
1,1,2,0,1,2,0,2,1,130,34,53,26,0,3,2,1
2,0,1,2,1,0,2,0,0,92,146,194,2,0,3,3,3
2,0,0,0,1,0,1,2,1,114,73,53,1,0,2,2,2
0,0,2,2,1,0,1,2,1,168,219,119,2,1,1,2,3
1,1,1,1,0,2,2,1,0,77,218,252,20,0,2,0,1
2,1,2,2,1,2,1,1,1,211,212,301,23,0,1,3,1
1,1,2,1,0,2,0,2,1,118,110,234,14,0,2,1,2
1,0,1,2,1,0,0,0,1,79,122,86,23,0,2,2,1
0,0,1,1,0,2,0,2,0,169,68,13,3,0,2,2,2
1,0,1,0,1,2,1,1,0,178,56,197,10,0,2,1,1
1,0,1,2,1,1,2,0,0,124,36,304,2,0,0,3,1
0,0,1,1,0,0,0,1,1,41,103,16,0,0,1,2,0
0,1,2,0,1,0,0,1,0,154,18,29,1,0,2,3,1
0,1,0,0,0,2,2,1,1,106,41,19,6,0,2,1,0
1,0,2,0,1,0,2,1,0,122,34,82,18,0,1,0,1
2,1,2,0,1,1,1,2,1,8,168,72,5,0,3,3,0
1,0,0,1,0,0,0,1,1,178,205,11,21,0,3,2,2
2,1,0,2,0,2,1,2,1,108,170,32,4,0,2,3,3
1,1,0,2,0,1,2,2,1,211,51,103,21,0,3,2,1
0,1,2,0,1,2,1,2,0,40,23,166,24,1,1,2,0
1,0,0,0,0,0,2,1,1,200,123,25,23,0,2,3,1
2,0,0,1,0,1,1,1,1,48,6,101,2,0,3,2,1
0,1,2,0,1,2,2,2,1,203,20,57,4,1,1,1,3
1,0,0,0,0,0,1,0,1,131,216,312,16,0,2,0,1
0,1,2,0,0,0,2,0,1,58,177,207,4,0,1,1,1
1,1,0,2,0,1,0,2,1,212,46,88,2,0,1,2,1
0,0,1,1,1,1,2,0,1,102,94,14,27,1,1,3,2
0,0,1,1,0,0,1,2,0,121,104,7,14,0,3,3,2
1,1,0,1,1,1,2,2,0,18,8,241,27,0,2,0,2
2,1,1,2,1,2,1,0,0,102,166,2,17,0,3,0,1
0,1,0,0,0,1,0,0,1,47,73,196,14,0,1,3,1
0,1,0,1,1,1,2,2,1,4,53,269,11,0,2,1,0
1,1,2,1,1,2,0,0,0,87,52,165,19,1,1,0,1
2,1,1,2,1,1,0,0,1,122,27,100,6,1,1,1,3
2,0,0,0,0,2,2,1,1,56,3,198,7,0,3,2,2
1,1,1,0,1,2,1,2,1,165,98,284,22,0,2,3,2
0,1,1,0,0,2,2,2,1,188,139,191,17,0,2,1,2
1,0,0,1,0,1,2,1,1,201,195,61,10,0,3,0,0
1,0,1,1,1,2,0,1,0,16,180,198,17,0,2,0,2
2,0,1,2,0,1,2,1,1,92,202,119,5,0,2,3,0
0,0,1,2,0,0,0,0,0,88,124,166,19,0,2,2,1
0,1,2,0,0,2,2,2,1,103,154,51,10,0,3,3,3
0,0,2,0,1,1,2,2,0,83,114,9,2,0,3,3,0
1,1,2,0,1,0,2,2,0,11,82,259,19,0,3,1,1
2,1,2,2,1,0,0,2,1,152,148,269,5,0,0,2,0
2,1,1,0,0,1,1,0,0,25,23,188,8,0,2,1,1
2,1,0,0,0,1,0,2,1,170,17,281,1,0,0,3,1
0,1,2,2,1,0,2,0,1,205,31,8,24,0,3,3,1
2,1,1,1,0,0,0,0,0,152,80,24,16,0,3,1,0
1,0,0,0,0,2,1,1,1,141,11,308,18,0,3,1,3
0,0,2,2,0,1,1,0,0,180,176,65,16,1,1,1,3
2,1,2,2,1,2,2,2,1,222,13,192,12,0,3,2,2
2,0,2,1,1,2,1,0,1,81,43,64,0,0,2,0,3
0,0,2,0,0,0,0,1,0,177,133,78,27,1,3,0,0
0,0,2,2,1,1,1,0,0,77,134,309,25,0,3,3,1
1,1,2,2,0,1,1,0,0,7,152,122,18,0,2,2,2
1,1,0,2,1,2,2,2,1,47,160,33,15,1,1,1,0
2,0,0,0,0,2,0,1,0,24,142,130,14,0,3,0,0
0,0,0,1,0,2,2,2,0,210,90,231,22,0,2,1,1
1,1,2,2,1,2,1,2,1,3,53,33,17,0,3,3,1
2,1,1,1,0,0,0,1,1,192,11,279,5,0,2,2,0
1,1,1,0,1,2,1,0,1,53,87,202,22,0,3,3,0
2,0,1,0,1,2,0,2,0,23,174,173,25,0,3,0,2
0,1,1,0,1,1,1,0,1,105,64,58,25,0,3,3,1
2,1,1,0,0,1,2,1,0,57,110,301,13,0,2,2,1
1,1,2,1,1,0,2,2,1,169,220,18,1,0,2,2,3
2,1,0,0,1,2,0,1,0,101,3,170,2,0,2,3,3
0,0,2,0,0,1,1,2,0,206,186,269,17,0,1,0,1
2,1,1,1,1,2,0,0,0,85,180,282,6,0,3,1,1
2,1,1,0,1,0,1,1,0,174,192,277,2,0,2,0,2
0,1,1,0,1,2,1,1,0,114,96,190,25,0,2,1,3
1,1,0,1,1,0,0,0,0,148,141,264,15,0,2,1,2
2,1,2,1,0,0,0,1,0,191,56,120,8,1,1,0,0
2,0,0,1,1,0,1,2,0,106,167,63,21,0,3,2,1
1,1,1,1,1,1,1,1,0,219,219,232,11,1,3,0,0
0,0,0,1,0,2,2,1,0,60,44,248,14,0,2,3,0
1,1,1,2,0,1,0,1,0,171,25,212,0,0,2,0,1
0,1,2,2,1,1,1,1,0,62,67,195,22,1,1,1,1
1,1,1,2,0,2,0,0,1,100,79,295,27,0,0,3,3
1,0,0,1,1,0,0,1,0,5,139,110,24,0,2,1,1
1,0,1,1,1,0,2,1,0,68,108,250,25,0,1,0,2
2,1,2,1,1,0,0,2,0,39,218,42,20,0,3,1,3
0,0,0,0,0,0,1,0,0,47,97,56,23,1,1,0,1
1,0,1,0,0,0,2,2,0,62,50,68,20,0,3,0,0
2,0,0,1,1,1,1,1,0,137,56,36,18,0,2,3,0
1,1,1,0,1,2,0,2,0,136,65,90,25,1,1,1,1
0,0,2,1,1,0,0,0,1,22,215,172,9,0,2,3,0
2,1,0,1,1,2,2,2,0,120,64,156,10,0,3,3,2
0,0,0,2,0,0,1,0,1,132,3,242,13,0,3,2,2
0,0,1,2,0,1,2,2,0,151,21,262,15,0,2,1,2
2,0,0,1,0,0,0,1,0,119,168,291,0,0,2,3,2
2,0,1,0,1,1,0,0,0,12,175,54,14,0,3,2,0
2,1,1,2,0,2,0,2,1,204,164,117,15,0,3,0,1
1,0,1,2,0,2,1,0,0,218,5,293,5,0,2,2,1
0,1,2,1,1,0,1,2,0,187,67,188,5,0,3,3,3
0,0,0,0,0,1,0,2,1,21,171,229,10,1,3,1,0
1,0,0,0,0,1,0,0,1,213,104,4,27,0,3,0,0
0,0,1,1,0,0,1,2,1,12,67,268,20,0,3,2,3
0,1,0,2,1,2,1,1,0,86,140,273,7,0,3,0,1
0,0,2,1,0,0,0,1,0,194,173,115,17,0,1,0,1
1,0,2,2,1,0,0,1,0,105,54,9,4,1,3,1,1
2,0,1,0,0,1,2,2,1,70,106,210,27,0,1,0,0
1,0,2,1,1,0,2,0,0,120,138,157,27,0,3,3,0
1,0,2,0,0,0,0,1,1,29,6,210,14,0,3,1,2
1,0,2,2,0,1,2,0,0,68,40,265,11,0,3,3,0
2,1,2,0,0,0,1,0,1,210,18,294,25,0,3,3,0
1,0,2,2,0,1,0,1,0,184,37,34,14,0,1,3,1
2,1,0,1,1,0,1,2,1,58,197,206,18,0,1,0,3
0,1,2,2,1,1,0,2,1,21,104,193,14,0,3,2,3
0,0,2,1,1,0,0,2,0,39,9,112,25,0,3,0,3
0,0,0,2,1,1,1,0,0,221,93,87,14,0,2,3,3
0,1,2,1,1,0,0,1,0,206,45,87,27,0,3,1,1
0,0,0,1,1,0,0,0,1,154,30,31,11,0,1,2,0
1,1,0,1,0,2,2,1,1,156,212,66,10,0,3,0,2
1,1,2,0,1,2,2,2,1,168,83,268,17,0,3,2,1
2,0,2,2,0,0,0,0,0,126,173,182,12,0,2,2,3
0,1,0,2,0,2,1,0,1,203,83,170,23,0,3,0,0
0,1,2,1,0,0,1,0,0,119,201,89,21,1,3,3,0
1,1,1,0,0,2,2,2,1,189,45,30,15,0,2,3,0
2,0,2,0,0,0,2,1,1,86,104,2,24,0,3,1,0
1,1,1,2,0,0,1,0,0,30,214,247,12,1,3,3,0
0,0,1,0,1,0,1,1,0,124,164,116,15,0,2,3,3
0,0,2,2,1,0,1,1,0,137,197,248,7,0,2,0,0
0,0,0,2,1,2,1,0,1,187,192,174,17,0,3,1,1
1,1,1,0,1,2,2,2,1,143,182,309,26,0,3,1,2
0,1,1,1,0,1,2,1,0,118,1,101,24,0,2,1,2
1,1,0,0,0,0,1,2,0,197,159,291,10,0,3,3,0
1,1,2,0,0,0,2,1,1,191,39,235,21,0,3,0,2
2,0,1,1,0,0,0,2,1,175,50,113,7,0,2,0,3
2,1,1,0,0,1,1,2,1,105,20,169,21,0,2,1,2
1,0,1,2,0,0,1,2,0,179,144,303,19,0,3,1,0
1,0,1,2,1,0,0,0,1,5,173,265,14,0,2,2,0
1,0,2,2,1,1,2,2,0,90,191,68,13,0,3,1,1
1,0,1,1,1,1,1,1,1,75,84,35,13,0,3,3,0
2,1,1,1,0,0,2,1,1,71,9,235,22,0,3,2,1
2,0,2,2,0,1,2,2,1,175,214,185,7,1,3,1,2
1,0,1,1,1,1,1,0,1,99,153,188,12,0,3,3,0
1,0,0,1,0,1,0,1,0,116,207,102,9,0,2,3,0
2,0,1,1,1,1,2,2,0,59,120,280,18,0,3,1,3
1,0,1,1,1,1,2,2,1,14,4,5,10,0,3,3,3
2,0,1,0,1,2,2,0,1,97,28,272,23,0,3,1,1
2,0,1,1,1,2,0,2,0,54,206,225,17,0,2,1,1
2,1,2,2,0,2,1,1,0,86,141,267,7,0,3,3,3
0,1,0,0,1,1,0,1,1,59,24,32,5,1,3,2,2
1,0,0,2,1,2,0,2,0,78,79,13,18,0,3,2,0
